RR,time
755,2023-04-13 10:26:01.755000
776,2023-04-13 10:26:02.531000
782,2023-04-13 10:26:03.313000
804,2023-04-13 10:26:04.117000
757,2023-04-13 10:26:04.874000
751,2023-04-13 10:26:05.625000
765,2023-04-13 10:26:06.390000
784,2023-04-13 10:26:07.174000
768,2023-04-13 10:26:07.942000
713,2023-04-13 10:26:08.655000
678,2023-04-13 10:26:09.333000
636,2023-04-13 10:26:09.969000
626,2023-04-13 10:26:10.595000
682,2023-04-13 10:26:11.277000
767,2023-04-13 10:26:12.044000
816,2023-04-13 10:26:12.860000
914,2023-04-13 10:26:13.774000
853,2023-04-13 10:26:14.627000
864,2023-04-13 10:26:15.491000
773,2023-04-13 10:26:16.264000
744,2023-04-13 10:26:17.008000
688,2023-04-13 10:26:17.696000
684,2023-04-13 10:26:18.380000
681,2023-04-13 10:26:19.061000
722,2023-04-13 10:26:19.783000
817,2023-04-13 10:26:20.600000
863,2023-04-13 10:26:21.463000
872,2023-04-13 10:26:22.335000
866,2023-04-13 10:26:23.201000
854,2023-04-13 10:26:24.055000
813,2023-04-13 10:26:24.868000
752,2023-04-13 10:26:25.620000
747,2023-04-13 10:26:26.367000
728,2023-04-13 10:26:27.095000
755,2023-04-13 10:26:27.850000
745,2023-04-13 10:26:28.595000
756,2023-04-13 10:26:29.351000
813,2023-04-13 10:26:30.164000
791,2023-04-13 10:26:30.955000
772,2023-04-13 10:26:31.727000
741,2023-04-13 10:26:32.468000
719,2023-04-13 10:26:33.187000
721,2023-04-13 10:26:33.908000
745,2023-04-13 10:26:34.653000
789,2023-04-13 10:26:35.442000
779,2023-04-13 10:26:36.221000
722,2023-04-13 10:26:36.943000
713,2023-04-13 10:26:37.656000
688,2023-04-13 10:26:38.344000
697,2023-04-13 10:26:39.041000
708,2023-04-13 10:26:39.749000
683,2023-04-13 10:26:40.432000
679,2023-04-13 10:26:41.111000
682,2023-04-13 10:26:41.793000
736,2023-04-13 10:26:42.529000
803,2023-04-13 10:26:43.332000
805,2023-04-13 10:26:44.137000
802,2023-04-13 10:26:44.939000
746,2023-04-13 10:26:45.685000
755,2023-04-13 10:26:46.440000
776,2023-04-13 10:26:47.216000
810,2023-04-13 10:26:48.026000
816,2023-04-13 10:26:48.842000
817,2023-04-13 10:26:49.659000
772,2023-04-13 10:26:50.431000
750,2023-04-13 10:26:51.181000
721,2023-04-13 10:26:51.902000
685,2023-04-13 10:26:52.587000
672,2023-04-13 10:26:53.259000
654,2023-04-13 10:26:53.913000
666,2023-04-13 10:26:54.579000
689,2023-04-13 10:26:55.268000
742,2023-04-13 10:26:56.010000
815,2023-04-13 10:26:56.825000
1046,2023-04-13 10:26:57.871000
856,2023-04-13 10:26:58.727000
882,2023-04-13 10:26:59.609000
852,2023-04-13 10:27:00.461000
788,2023-04-13 10:27:01.249000
839,2023-04-13 10:27:02.088000
850,2023-04-13 10:27:02.938000
928,2023-04-13 10:27:03.866000
835,2023-04-13 10:27:04.701000
822,2023-04-13 10:27:05.523000
804,2023-04-13 10:27:06.327000
747,2023-04-13 10:27:07.074000
746,2023-04-13 10:27:07.820000
734,2023-04-13 10:27:08.554000
751,2023-04-13 10:27:09.305000
746,2023-04-13 10:27:10.051000
762,2023-04-13 10:27:10.813000
766,2023-04-13 10:27:11.579000
797,2023-04-13 10:27:12.376000
796,2023-04-13 10:27:13.172000
810,2023-04-13 10:27:13.982000
810,2023-04-13 10:27:14.792000
791,2023-04-13 10:27:15.583000
755,2023-04-13 10:27:16.338000
737,2023-04-13 10:27:17.075000
720,2023-04-13 10:27:17.795000
725,2023-04-13 10:27:18.520000
780,2023-04-13 10:27:19.300000
806,2023-04-13 10:27:20.106000
